player_id,player_name,minutes_played,goals,player_rating
P00152,Cody Lang,0,0,0
P00150,Teun Gakpo,0,0,0
P00148,Virgil Lang,0,0,0
P00139,Virgil Weghorst,0,0,0
P00151,Frenkie Wijndal,0,0,0
P00143,Frenkie Ake,0,0,0
P00131,Frenkie Gakpo,0,0,0
P00132,Cody Blind,0,0,0
P01041,Achraf Saiss,76,0,5.9
P01054,Romain Aboukhlal,77,1,7.2
P01059,Noussair Chibi,69,0,6.1
P01048,Yassine Dari,75,0,6.1
P01063,Nayef Chibi,68,1,6.2
P01045,Romain Mazraoui,90,0,5.9
P01062,Romain Aguerd,46,0,6.9
P01058,Hakim Aguerd,77,0,7.1
P01050,Noussair El Khannouss,84,0,5.8
P01065,Yassine Amrabat,49,0,6.8
P01066,Hakim Ziyech,90,0,7.2
P01064,Sofyan Saiss,33,0,5.2
P01047,Sofyan Hakimi,42,0,5.5
P01057,Yassine El Yamiq,15,0,6.6
P01056,Sofyan Chair,15,0,5.7
P01060,Selim Saiss,39,0,7.2
P01049,Hakim Ezzalzouli,0,0,0
P01055,Nayef Saibari,0,0,0
P01061,Achraf El Yamiq,0,0,0
P01053,Achraf Amellah,0,0,0
P01044,Achraf Bounou,0,0,0
P01046,Nayef Boufal,0,0,0
P01051,Selim Benoun,0,0,0
P01052,Azzedine Riad,0,0,0
P01042,Romain Amrabat,0,0,0
P01043,Nayef Ziyech,0,0,0
P01017,Idrissa Sarr,66,0,6.6
P01031,Boulaye Diouf,83,0,6.4
P01036,Kalidou Faye,55,0,6.5
P01030,Edouard Ndiaye,90,0,7
P01023,Pape Gomis,71,0,5.6
P01037,Idrissa Seck,77,0,6.4
P01019,Kalidou Mendy,78,0,6.4
P01034,Ismaila Koulibaly,81,0,4.9
P01038,Edouard Koulibaly,82,0,6
P01039,Boulaye Mendy,68,1,6.6
P01033,Ferland Seck,65,0,5
P01026,Moussa Fall,29,0,6.4
P01020,Idrissa N'Diaye,40,0,7.3
P01022,Boulaye Niang,45,0,7.2
P01029,Idrissa Dia,24,0,6.7
P01025,Ismaila Ba,39,0,7.5
P01021,Edouard Cisse,0,0,0
P01024,Ferland Sow,0,0,0
P01040,Pape Sarr,0,0,0
P01035,Sadio Diouf,0,0,0
P01032,Pape Faye,0,0,0
P01028,Kalidou Diallo,0,0,0
P01027,Sadio Sabaly,0,0,0
P01018,Sadio Diatta,0,0,0
P01016,Kalidou Mendy,0,0,0
P01015,Sadio Koulibaly,0,0,0
P01172,Ismael Brahimi,66,0,6.4
P01196,Ramiz Mandrea,88,2,6.8
P01193,Sofiane Kara,66,0,5.8
P01178,Houssem Belkebla,72,0,6.5
P01186,Yacine Benkhemassa,67,0,5.3
P01183,Riyad Benrahma,70,0,6.8
P01179,Ramiz Slimani,74,0,7.1
P01176,Sofiane Zerrouki,90,0,5.9
P01189,Adam Kara,90,0,7.8
P01194,Yacine Bennacer,69,0,6.1
P01182,Islam Touzi,86,0,5
P01192,Ismael Boufantin,30,0,5.4
P01174,Riyad Bensebaini,23,0,6.9
P01191,Riyad Mokrani,18,0,6.6
P01177,Yacine Aouar,5,0,6.3
P01181,Nabil Khezami,0,0,0
P01188,Ramiz Boufantin,0,0,0
P01180,Adam Toudic,0,0,0
P01187,Houssem Mokrani,0,0,0
P01190,Nabil Bennacer,0,0,0
P01184,Ismael Brahim,0,0,0
P01195,Houssem Brahimi,0,0,0
P01175,Ismael Benlamri,0,0,0
P01185,Sofiane Bayo,0,0,0
P01171,Riyad Bennacer,0,0,0
P01173,Sofiane Mandrea,0,0,0
P00105,Gianluigi Chiesa,90,0,5.8
P00116,Alessandro Udogie,62,0,6.5
P00115,Stephan Guglielmo,74,0,7.9
P00111,Sandro Scamacca,55,0,5.9
P00119,Nicolo Vicario,61,0,6.3
P00122,Ciro Colpani,68,0,6.5
P00112,Marco Locatelli,90,0,6.6
P00124,Stephan Chiesa,78,0,7.4
P00129,Marco Tonali,85,0,5.1
P00125,Gianluigi Calafiori,78,0,5.7
P00114,Lorenzo Frascati,70,0,6.5
P00123,Lorenzo Retegui,25,0,5.9
P00128,Sandro Chiesa,16,0,6.8
P00109,Federico Pellegrini,32,0,6.4
P00120,Sandro Bellanova,8,0,6.4
P00113,Ciro Spinazzola,0,0,0
P00118,Federico Berardi,0,0,0
P00117,Gianluigi Di Lorenzo,0,0,0
P00108,Gianluigi Verratti,0,0,0
P00121,Marco Calafiori,0,0,0
P00127,Nicolo Retegui,0,0,0
P00130,Ciro Immobile,0,0,0
P00126,Federico Colpani,0,0,0
P00110,Nicolo Bastoni,0,0,0
P00106,Federico Tonali,0,0,0
P00107,Nicolo Immobile,0,0,0
P00470,Vinicius Martins,71,0,6.4
P00488,Richarlison Junior,79,0,6.3
P00493,Casemiro Martins,90,1,5.4
P00481,Neymar Pereira,79,0,5.8
P00487,Alisson Reis,88,0,4.7
P00484,Gabriel Souza,90,0,6.9
P00485,Casemiro Carvalho,67,0,5.7
P00477,Marquinhos Santos,90,0,6.1
P00479,Richarlison Ferreira,90,0,8.1
P00478,Alisson Oliveira,74,0,6.1
P00483,Rodrygo Costa,46,0,5.7
P00474,Rodrygo Fabinho,25,0,6.5
P00480,Bruno Lima,30,0,4.9
P00476,Casemiro Alexandre,12,0,5.7
P00473,Vinicius Guimaraes,0,0,0
P00491,Rodrygo Reis,0,0,0
P00486,Marquinhos Nunes,0,0,0
P00492,Gabriel Junior,0,0,0
P00472,Neymar Mendes,0,0,0
P00482,Vinicius Moreira,0,0,0
P00494,Marquinhos Paqueta,0,0,0
P00475,Gabriel Alisson,0,0,0
P00489,Neymar Carvalho,0,0,0
P00490,Vinicius Nunes,0,0,0
P00469,Neymar Junior,0,0,0
P00471,Rodrygo Paqueta,0,0,0
P00131,Frenkie Gakpo,71,0,7
P00141,Teun Gravenberch,79,0,7.4
P00144,Cody de Jong,80,0,6.3
P00135,Cody Dumfries,90,0,6.4
P00152,Cody Lang,48,0,7.3
P00137,Daley Berghuis,73,0,6.2
P00146,Daley Frimpong,48,1,5.5
P00147,Matthijs Wijndal,79,0,5
P00143,Frenkie Ake,76,0,7.8
P00136,Memphis Simons,85,0,7
P00138,Matthijs Timber,88,0,6.5
P00150,Teun Gakpo,23,0,6.5
P00142,Xavi Veerman,34,0,6.2
P00134,Frenkie de Ligt,39,0,4.8
P00154,Daley Gakpo,24,0,5.7
P00139,Virgil Weghorst,16,0,7.6
P00155,Matthijs Blind,0,0,0
P00140,Denzel Malen,0,0,0
P00153,Memphis Zerrouki,0,0,0
P00151,Frenkie Wijndal,0,0,0
P00145,Memphis van de Ven,0,0,0
P00148,Virgil Lang,0,0,0
P00149,Denzel Zerrouki,0,0,0
P00156,Virgil van Dijk,0,0,0
P00133,Memphis van Dijk,0,0,0
P00132,Cody Blind,0,0,0
P00627,Pedro Cueva,73,0,6
P00648,Luis Lapadula,86,0,5.8
P00635,Sergio Lora,65,0,6.6
P00633,Christian Valera,83,0,6
P00631,Luis Abram,50,0,6.6
P00650,Christian Cueva,61,0,7.3
P00634,Renato Traverso,83,0,6.9
P00644,Sergio Lapadula,90,0,7.2
P00642,Christian Urruti,85,0,5.5
P00638,Gianluca Pe̱a,90,0,7.5
P00632,Andr̩ Yotun,75,0,5.4
P00637,Paolo Flores,10,0,5.3
P00628,Paolo Carrillo,32,0,5.7
P00636,Alexander Hohberg,26,0,6
P00640,Luis Cartagena,20,0,7.3
P00647,Pedro Lliuya,35,0,5.9
P00643,Renato Lliuya,0,0,0
P00645,Paolo Gonzalez,0,0,0
P00649,Andr̩ Advincula,0,0,0
P00639,Pedro Garcia,0,0,0
P00629,Gianluca Tapia,0,0,0
P00641,Andr̩ Gonzalez,0,0,0
P00630,Pedro Callens,0,0,0
P00646,Gianluca Urruti,0,0,0
P00626,Gianluca Advincula,0,0,0
P00625,Paolo Lapadula,0,0,0
P00444,Scott McGregor,53,0,6.3
P00455,Andrew Ferguson,53,0,5.7
P00468,Liam Gilmour,84,0,6.1
P00450,Graeme Doak,90,0,6.4
P00461,Ryan Clark,58,0,8.4
P00451,Liam Turnbull,71,0,5.4
P00459,Graeme Jack,69,0,5.6
P00447,Scott Patterson,69,0,6.2
P00453,Callum Christie,79,0,5.8
P00454,Kieran Dykes,79,0,6.1
P00463,Andrew Jack,90,1,5.5
P00465,John Clark,26,0,6.6
P00462,Callum McTominay,17,0,5.9
P00456,Scott Lewis,27,1,6.4
P00446,Andrew Adams,15,0,8.4
P00448,John Hanley,25,0,5.2
P00460,Liam Gallagher,0,0,0
P00458,Stuart Shankland,0,0,0
P00457,John Armstrong,0,0,0
P00449,Stuart Hendry,0,0,0
P00452,Ryan Forrest,0,0,0
P00464,Scott Gallagher,0,0,0
P00467,Graeme McGregor,0,0,0
P00466,Stuart McTominay,0,0,0
P00445,John Gilmour,0,0,0
P00443,Andrew McTominay,0,0,0
P00263,Simon Wind,77,0,4.8
P00270,Mikkel Bah,90,0,5.5
P00264,Christian Maehle,61,0,6
P00284,Andreas Hojbjerg,90,0,5.2
P00281,Christian Skov,90,0,7
P00283,Simon Hansen,90,0,6
P00275,Simon Poulsen,58,0,5.2
P00271,Kasper Cornelius,90,0,7.3
P00265,Pierre-Emile Damsgaard,70,0,5.8
P00268,Joakim Maeland,75,0,4.3
P00285,Joakim Christensen,61,0,7
P00282,Pierre-Emile Laursen,31,0,6
P00277,Joakim Skov,25,0,5.4
P00266,Simon Dolberg,36,0,6.7
P00276,Andreas Vestergaard,22,0,6.6
P00278,Rasmus Laursen,42,0,5.2
P00286,Rasmus Wind,0,0,0
P00267,Andreas Lindstrom,0,0,0
P00273,Christian Wass,0,0,0
P00269,Rasmus Andersen,0,0,0
P00280,Kasper Hojbjerg,0,0,0
P00272,Jannik Olsen,0,0,0
P00279,Mikkel Hansen,0,0,0
P00274,Pierre-Emile Christensen,0,0,0
P00261,Christian Hojbjerg,0,0,0
P00262,Pierre-Emile Christensen,0,0,0
P00627,Pedro Cueva,88,0,6.3
P00645,Paolo Gonzalez,82,1,6.7
P00635,Sergio Lora,88,0,7.2
P00634,Renato Traverso,56,0,7.4
P00640,Luis Cartagena,54,0,7.9
P00649,Andr̩ Advincula,55,0,6.6
P00632,Andr̩ Yotun,60,0,6.3
P00636,Alexander Hohberg,77,0,5.8
P00647,Pedro Lliuya,84,0,5.8
P00642,Christian Urruti,85,0,6.8
P00646,Gianluca Urruti,74,1,5.8
P00629,Gianluca Tapia,21,0,5.1
P00648,Luis Lapadula,33,0,4.4
P00650,Christian Cueva,26,0,6.5
P00628,Paolo Carrillo,0,0,0
P00641,Andr̩ Gonzalez,0,0,0
P00638,Gianluca Pe̱a,0,0,0
P00630,Pedro Callens,0,0,0
P00633,Christian Valera,0,0,0
P00643,Renato Lliuya,0,0,0
P00637,Paolo Flores,0,0,0
P00639,Pedro Garcia,0,0,0
P00631,Luis Abram,0,0,0
P00644,Sergio Lapadula,0,0,0
P00626,Gianluca Advincula,0,0,0
P00625,Paolo Lapadula,0,0,0
P01093,Mohammed Partey,77,0,6
P01102,Alexander Abubakari,90,0,6
P01096,Mohammed Sulemana,62,0,5.3
P01107,Jordan Kasim,68,0,5
P01114,Thomas Asante,77,0,5.2
P01098,Jordan Baba,62,0,6
P01110,Inaki Asante,90,0,7.1
P01117,Kamaldeen Ayew,85,0,6.7
P01118,Inaki Williams,90,0,6.4
P01112,Daniel Partey,57,0,7.2
P01116,Andre Partey,88,0,5.7
P01103,Daniel Lens,25,0,5.6
P01115,Jordan Issahaku,21,0,7.4
P01099,Andre Kudus,12,0,6.6
P01104,Osman Mensah,23,0,5.2
P01113,Mohammed Attiogbe,41,0,6.7
P01108,Andre Osabutey,0,0,0
P01106,Thomas Rahman,0,0,0
P01109,Kamaldeen Attiogbe,0,0,0
P01097,Thomas Djiku,0,0,0
P01111,Alexander Issahaku,0,0,0
P01100,Kamaldeen Barnieh,0,0,0
P01105,Mohammed Otoo,0,0,0
P01101,Inaki Seidu,0,0,0
P01095,Jordan Williams,0,0,0
P01094,Thomas Ayew,0,0,0
P00443,Andrew McTominay,70,0,7.3
P00456,Scott Lewis,90,0,6.3
P00455,Andrew Ferguson,72,2,7.6
P00468,Liam Gilmour,51,0,7.4
P00446,Andrew Adams,85,0,8.2
P00462,Callum McTominay,79,1,6.8
P00464,Scott Gallagher,75,2,5.7
P00451,Liam Turnbull,67,0,5.5
P00450,Graeme Doak,81,0,5.3
P00447,Scott Patterson,88,0,6.2
P00466,Stuart McTominay,77,1,8.2
P00449,Stuart Hendry,42,0,6.6
P00465,John Clark,27,0,6
P00457,John Armstrong,14,0,7.4
P00458,Stuart Shankland,16,0,6.3
P00459,Graeme Jack,11,0,5.5
P00453,Callum Christie,0,0,0
P00454,Kieran Dykes,0,0,0
P00452,Ryan Forrest,0,0,0
P00448,John Hanley,0,0,0
P00460,Liam Gallagher,0,0,0
P00467,Graeme McGregor,0,0,0
P00463,Andrew Jack,0,0,0
P00461,Ryan Clark,0,0,0
P00445,John Gilmour,0,0,0
P00444,Scott McGregor,0,0,0
P00990,Aymen Adnan,62,0,7
P00999,Ahmed Moutan,71,0,7.5
P01005,Amir Majeed,69,0,6.4
P00997,Safaa Abbas,73,0,6.5
P00992,Mohannad Al-Amiri,77,0,6.3
P01002,Aymen Kasid,90,0,6.8
P01007,Hussein Sadiq,86,0,5.5
P01010,Aymen Al-Khafaji,75,0,5.6
P01013,Amir Adnan,83,0,6.2
P01001,Mohannad Al-Saadi,90,0,6.5
P01008,Ahmed Hussein,76,0,7.3
P00993,Aymen Attwan,25,0,5.9
P00995,Ali Mohanad,20,0,5.7
P00994,Ibrahim Daoud,14,0,6.3
P01011,Ibrahim Sadiq,21,0,7
P01003,Ibrahim Taher,23,0,6.4
P00996,Amir Younis,0,0,0
P01012,Ali Hussein,0,0,0
P01004,Ali Al-Timimi,0,0,0
P01000,Mustafa Natiq,0,0,0
P00998,Hussein Ibrahim,0,0,0
P01006,Safaa Al-Khafaji,0,0,0
P01014,Safaa Mhawi,0,0,0
P01009,Mohannad Majeed,0,0,0
P00989,Mohannad Hussein,0,0,0
P00991,Ibrahim Mhawi,0,0,0
P01068,Samuel Iwobi,90,0,5.9
P01077,Ademola Dessers,79,0,6.8
P01092,Calvin Okafor,75,0,6
P01088,Samuel Ejuke,90,0,5.6
P01076,Moses Nwabili,58,1,7
P01087,Victor Ajayi,90,0,7
P01089,Wilfred Agbadou,80,0,6.3
P01071,Samuel Simon,82,0,6
P01080,Samuel Uzoho,68,1,7.7
P01081,Wilfred Iheanacho,80,0,5.9
P01085,Moses Agbadou,90,0,6.9
P01078,Terem Bassey,39,0,7
P01091,Joe Iwobi,15,0,4.4
P01083,Joe Ajayi,36,0,6.6
P01090,Alex Chukwueze,32,1,6.6
P01086,Ademola Chukwueze,0,0,0
P01074,Joe Aina,0,0,0
P01070,Victor Aribo,0,0,0
P01079,Victor Ola-Aina,0,0,0
P01075,Calvin Sanusi,0,0,0
P01073,Alex Ekong,0,0,0
P01072,Wilfred Moffi,0,0,0
P01082,Alex Awoniyi,0,0,0
P01084,Calvin Ejuke,0,0,0
P01067,Victor Chukwueze,0,0,0
P01069,Wilfred Okafor,0,0,0
P00262,Pierre-Emile Christensen,67,0,5.4
P00283,Simon Hansen,78,0,5.5
P00279,Mikkel Hansen,75,0,5.7
P00264,Christian Maehle,86,0,5.4
P00284,Andreas Hojbjerg,85,0,5.8
P00276,Andreas Vestergaard,74,0,5.4
P00285,Joakim Christensen,71,0,4.8
P00274,Pierre-Emile Christensen,76,0,6.2
P00282,Pierre-Emile Laursen,83,1,5.9
P00267,Andreas Lindstrom,66,0,6.3
P00281,Christian Skov,82,1,6.8
P00271,Kasper Cornelius,38,0,5.3
P00273,Christian Wass,16,0,5.1
P00268,Joakim Maeland,32,0,5.5
P00272,Jannik Olsen,31,0,6.6
P00286,Rasmus Wind,0,0,0
P00270,Mikkel Bah,0,0,0
P00275,Simon Poulsen,0,0,0
P00265,Pierre-Emile Damsgaard,0,0,0
P00277,Joakim Skov,0,0,0
P00266,Simon Dolberg,0,0,0
P00278,Rasmus Laursen,0,0,0
P00280,Kasper Hojbjerg,0,0,0
P00269,Rasmus Andersen,0,0,0
P00261,Christian Hojbjerg,0,0,0
P00263,Simon Wind,0,0,0
P00781,Anibal Rodriguez,85,0,7.2
P00803,Michael Brown,70,0,7.1
P00796,Eric Ortiz,89,0,6.1
P00787,Eric Aguilar,68,0,6.3
P00785,Jose Omar,85,0,6.7
P00802,Jose Torres,75,1,7.2
P00800,Cesar Rodriguez,87,1,5.7
P00788,Abdiel Martinez,90,0,5.9
P00790,Harold Valenzuela,72,0,6.3
P00806,Armando Cooper,77,1,6
P00791,Cesar Rojas,90,0,6.3
P00797,Abdiel Sanchez,26,0,6.6
P00789,Armando Cummings,41,0,5.9
P00793,Anibal Perez,27,0,7.7
P00798,Armando Torres,13,1,7.1
P00786,Michael Escobar,0,0,0
P00805,Abdiel Davis,0,0,0
P00794,Jose Gomez,0,0,0
P00795,Michael Gonzalez,0,0,0
P00792,Yoel Rodriguez,0,0,0
P00799,Harold Brown,0,0,0
P00801,Anibal Sanchez,0,0,0
P00784,Anibal Barcenas,0,0,0
P00804,Eric Rodriguez,0,0,0
P00782,Jose Davis,0,0,0
P00783,Michael Cooper,0,0,0
P01043,Nayef Ziyech,75,0,5
P01056,Sofyan Chair,77,0,6.3
P01047,Sofyan Hakimi,90,0,7
P01066,Hakim Ziyech,60,1,7.9
P01045,Romain Mazraoui,82,0,6.4
P01062,Romain Aguerd,74,0,5.4
P01051,Selim Benoun,90,0,5.9
P01063,Nayef Chibi,83,0,7.3
P01052,Azzedine Riad,77,0,5.5
P01044,Achraf Bounou,90,0,6.3
P01054,Romain Aboukhlal,90,0,7.3
P01055,Nayef Saibari,24,0,5.8
P01058,Hakim Aguerd,43,0,6.2
P01049,Hakim Ezzalzouli,32,0,7
P01046,Nayef Boufal,0,0,0
P01059,Noussair Chibi,0,0,0
P01057,Yassine El Yamiq,0,0,0
P01050,Noussair El Khannouss,0,0,0
P01053,Achraf Amellah,0,0,0
P01060,Selim Saiss,0,0,0
P01061,Achraf El Yamiq,0,0,0
P01064,Sofyan Saiss,0,0,0
P01048,Yassine Dari,0,0,0
P01065,Yassine Amrabat,0,0,0
P01042,Romain Amrabat,0,0,0
P01041,Achraf Saiss,0,0,0
P01173,Sofiane Mandrea,74,0,6.2
P01195,Houssem Brahimi,90,1,6.9
P01184,Ismael Brahim,79,0,6
P01190,Nabil Bennacer,64,0,5.3
P01192,Ismael Boufantin,73,1,6.7
P01178,Houssem Belkebla,85,0,6.2
P01176,Sofiane Zerrouki,77,0,6
P01181,Nabil Khezami,69,0,6.5
P01193,Sofiane Kara,71,0,6.9
P01182,Islam Touzi,72,0,4.7
P01180,Adam Toudic,55,0,7.4
P01174,Riyad Bensebaini,11,0,6.7
P01185,Sofiane Bayo,29,0,6.8
P01191,Riyad Mokrani,21,0,6.3
P01189,Adam Kara,23,0,5.6
P01183,Riyad Benrahma,21,0,7.1
P01175,Ismael Benlamri,0,0,0
P01186,Yacine Benkhemassa,0,0,0
P01194,Yacine Bennacer,0,0,0
P01179,Ramiz Slimani,0,0,0
P01187,Houssem Mokrani,0,0,0
P01188,Ramiz Boufantin,0,0,0
P01196,Ramiz Mandrea,0,0,0
P01177,Yacine Aouar,0,0,0
P01172,Ismael Brahimi,0,0,0
P01171,Riyad Bennacer,0,0,0
P01119,Samuel Choupo-Moting,87,0,7
P01126,Karl Mbeumo,69,0,5.6
P01141,Andre Bassogog,66,1,7
P01131,Samuel Moumi,87,0,5.7
P01137,Jean Bassogog,85,0,6.9
P01122,Samuel Toko-Ekambi,80,0,5.7
P01138,Moumi Choupo-Moting,72,0,6.6
P01143,Karl Aboubakar,88,0,7.1
P01140,Eric Mba,73,1,7
P01136,Nicolas Mba,75,0,5.6
P01134,Vincent Lea,64,0,5.6
P01130,Martin Njie,28,0,6.6
P01133,Andre Kunde,39,0,7
P01127,Nicolas Siani,5,0,6.4
P01129,Moumi Hongla,31,0,5
P01124,Andre Nkoulou,18,0,6.6
P01139,Samuel Olinga,0,0,0
P01132,Eric Ndip,0,0,0
P01142,Vincent Choupo-Moting,0,0,0
P01135,Karl Olinga,0,0,0
P01128,Jean Ondoa,0,0,0
P01123,Eric Zambo,0,0,0
P01125,Vincent Castelleto,0,0,0
P01144,Nicolas Anguissa,0,0,0
P01120,Eric Aboubakar,0,0,0
P01121,Andre Anguissa,0,0,0
P00521,Luis Rodriguez,89,0,5.8
P00526,Duvan Lerma,78,0,5.6
P00536,Yerry Cantillo,75,0,5.6
P00524,Luis Sanchez,81,0,6.7
P00541,Luis Villa,67,0,6.4
P00529,Juan Quintero,66,0,5.7
P00531,Jefferson Chara,90,0,5.7
P00532,David Lucumi,74,0,6.7
P00534,James Morelos,89,0,7.8
P00535,Duvan Tesillo,90,0,6
P00540,Jefferson Rodriguez,56,0,6
P00525,James Ospina,30,0,5.9
P00539,Radamel Rios,45,0,8
P00546,Juan Cuadrado,16,0,6.2
P00530,Radamel Cuesta,0,0,0
P00527,Yerry Barrios,0,0,0
P00542,James Munoz,0,0,0
P00545,Davinson Mina,0,0,0
P00543,Duvan Rios,0,0,0
P00544,Yerry Rodriguez,0,0,0
P00533,Luis Sinisterra,0,0,0
P00538,Juan Munoz,0,0,0
P00537,Davinson Villa,0,0,0
P00528,Davinson Borja,0,0,0
P00523,Duvan Cuadrado,0,0,0
P00522,James Mina,0,0,0
P00366,Alexander Lindelof,82,0,7
P00368,Dejan Augustinsson,80,0,5.8
P00386,Alexander Hiljemark,86,0,6.4
P00380,Viktor Holm,56,0,6.8
P00383,Mattias Ljungberg,82,0,6.3
P00381,Robin Wahlqvist,77,0,6.4
P00369,Alexander Ekdal,69,0,7.1
P00376,Filip Daka,63,0,5.9
P00374,Mattias Karlsson,60,0,5.9
P00390,Ludwig Olsson,82,0,7.7
P00377,Dejan Gustafson,90,0,5.1
P00370,Emil Berg,30,0,6.7
P00375,Karl Kristoffersen,25,0,6.2
P00385,Dejan Wahlqvist,14,0,5.6
P00389,Robin Lindelof,15,0,6.3
P00388,Viktor Isak,0,0,0
P00371,Viktor Krafth,0,0,0
P00373,Ludwig Elanga,0,0,0
P00382,Ludwig Hiljemark,0,0,0
P00372,Robin Bj̦rkman,0,0,0
P00387,Emil Ljungberg,0,0,0
P00384,Karl Isak,0,0,0
P00379,Emil Garcia,0,0,0
P00378,Alexander Ndicka,0,0,0
P00365,Dejan Isak,0,0,0
P00367,Emil Olsson,0,0,0
P00055,Rodri Fati,80,0,6.1
P00056,Pedro Torres,89,0,6
P00073,Pedro Cubarsi,56,0,6.9
P00077,Ferran Morata,88,1,7.3
P00074,Gavi Le Normand,77,0,6.5
P00069,Ferran Cubarsi,86,0,6.4
P00060,Ferran Pau,87,0,6.2
P00071,Marco Mikel,87,0,5.8
P00058,Rodri Laporte,72,0,6.7
P00075,Rodri Mikel,70,0,5.5
P00068,Alvaro Llorente,77,0,5.8
P00067,Rodri Alonso,16,0,6.3
P00057,Gavi Asensio,23,0,6.2
P00076,Alvaro Gavi,21,0,6.9
P00065,Pedro Riquelme,9,0,6.1
P00061,Ansu Alba,11,0,5.7
P00062,Marco Carvajal,0,0,0
P00072,Dani Gavi,0,0,0
P00059,Alvaro Oyarzabal,0,0,0
P00070,Ansu Le Normand,0,0,0
P00064,Aymeric Yamal,0,0,0
P00063,Dani Garcia,0,0,0
P00078,Ansu Fati,0,0,0
P00066,Gavi Ramos,0,0,0
P00053,Pedro Gavi,0,0,0
P00054,Gavi Morata,0,0,0
P00445,John Gilmour,72,0,5.9
P00462,Callum McTominay,85,0,6.1
P00456,Scott Lewis,75,0,5.5
P00464,Scott Gallagher,74,1,5.8
P00457,John Armstrong,80,1,8
